HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
SMC3,0.20,0.16560,Iwamoto_BA10_BPD,BPD,Human
SMO,-0.05,0.79854,Iwamoto_BA10_BPD,BPD,Human
SMS,-0.15,0.20720,Iwamoto_BA10_BPD,BPD,Human
SNAI2,-0.28,0.69222,Iwamoto_BA10_BPD,BPD,Human
SNAP25,-0.08,0.45429,Iwamoto_BA10_BPD,BPD,Human
SNCA,-0.63,0.12028,Iwamoto_BA10_BPD,BPD,Human
SNW1,0.11,0.44145,Iwamoto_BA10_BPD,BPD,Human
SOCS1,0.44,0.02697,Iwamoto_BA10_BPD,BPD,Human
SOCS3,0.55,0.06808,Iwamoto_BA10_BPD,BPD,Human
SOD1,0.01,0.86963,Iwamoto_BA10_BPD,BPD,Human
SOD2,0.14,0.66278,Iwamoto_BA10_BPD,BPD,Human
SORBS1,0.34,0.34705,Iwamoto_BA10_BPD,BPD,Human
SORT1,0.50,0.20660,Iwamoto_BA10_BPD,BPD,Human
SOS1,-0.03,0.40626,Iwamoto_BA10_BPD,BPD,Human
SOX2,-0.03,0.69295,Iwamoto_BA10_BPD,BPD,Human
SOX9,0.15,0.52779,Iwamoto_BA10_BPD,BPD,Human
SP1,-0.22,0.52259,Iwamoto_BA10_BPD,BPD,Human
SPRY2,0.06,0.76551,Iwamoto_BA10_BPD,BPD,Human
SQSTM1,0.00,0.99804,Iwamoto_BA10_BPD,BPD,Human
SRC,0.33,0.35433,Iwamoto_BA10_BPD,BPD,Human
SRD5A2,-0.63,0.12956,Iwamoto_BA10_BPD,BPD,Human
SREBF1,-0.15,0.28545,Iwamoto_BA10_BPD,BPD,Human
SRF,-0.07,0.54373,Iwamoto_BA10_BPD,BPD,Human
SRM,-0.10,0.51177,Iwamoto_BA10_BPD,BPD,Human
SST,-0.58,0.07980,Iwamoto_BA10_BPD,BPD,Human
STAG1,0.12,0.72555,Iwamoto_BA10_BPD,BPD,Human
STAR,-0.20,0.19377,Iwamoto_BA10_BPD,BPD,Human
STAT1,0.00,0.69251,Iwamoto_BA10_BPD,BPD,Human
STAT2,-0.08,0.46262,Iwamoto_BA10_BPD,BPD,Human
STAT3,0.09,0.45498,Iwamoto_BA10_BPD,BPD,Human
STAT5A,0.07,0.86138,Iwamoto_BA10_BPD,BPD,Human
STIP1,-0.26,0.00661,Iwamoto_BA10_BPD,BPD,Human
STK11,0.00,0.99297,Iwamoto_BA10_BPD,BPD,Human
STK4,0.23,0.63070,Iwamoto_BA10_BPD,BPD,Human
STMN1,-0.04,0.72235,Iwamoto_BA10_BPD,BPD,Human
STX1A,-0.20,0.13379,Iwamoto_BA10_BPD,BPD,Human
STXBP1,-0.12,0.26159,Iwamoto_BA10_BPD,BPD,Human
SUCLG2,0.95,0.05575,Iwamoto_BA10_BPD,BPD,Human
SULT2A1,0.08,0.81550,Iwamoto_BA10_BPD,BPD,Human
SYK,-0.50,0.09207,Iwamoto_BA10_BPD,BPD,Human
SYT1,-0.16,0.18304,Iwamoto_BA10_BPD,BPD,Human
TAB1,-0.11,0.35182,Iwamoto_BA10_BPD,BPD,Human
TAB2,0.02,0.89345,Iwamoto_BA10_BPD,BPD,Human
TAC1,-0.40,0.14705,Iwamoto_BA10_BPD,BPD,Human
TACR1,0.08,0.84032,Iwamoto_BA10_BPD,BPD,Human
TALDO1,-0.11,0.46204,Iwamoto_BA10_BPD,BPD,Human
TANK,-0.10,0.62371,Iwamoto_BA10_BPD,BPD,Human
TAP1,0.48,0.02697,Iwamoto_BA10_BPD,BPD,Human
TAT,-0.26,0.60838,Iwamoto_BA10_BPD,BPD,Human
TBC1D4,-0.14,0.50872,Iwamoto_BA10_BPD,BPD,Human
TBL1X,0.25,0.42291,Iwamoto_BA10_BPD,BPD,Human
TBXA2R,0.07,0.65212,Iwamoto_BA10_BPD,BPD,Human
TBXAS1,-0.63,0.12183,Iwamoto_BA10_BPD,BPD,Human
TCF3,-0.07,0.34394,Iwamoto_BA10_BPD,BPD,Human
TCF7,0.26,0.22767,Iwamoto_BA10_BPD,BPD,Human
TCIRG1,0.32,0.29435,Iwamoto_BA10_BPD,BPD,Human
TDO2,-0.23,0.55935,Iwamoto_BA10_BPD,BPD,Human
TEAD1,0.58,0.21869,Iwamoto_BA10_BPD,BPD,Human
TECR,-0.09,0.57828,Iwamoto_BA10_BPD,BPD,Human
TEK,0.14,0.43810,Iwamoto_BA10_BPD,BPD,Human
TF,0.04,0.89801,Iwamoto_BA10_BPD,BPD,Human
TFAM,0.34,0.15806,Iwamoto_BA10_BPD,BPD,Human
TFDP1,0.40,0.14898,Iwamoto_BA10_BPD,BPD,Human
TFRC,0.18,0.40071,Iwamoto_BA10_BPD,BPD,Human
TG,0.19,0.63651,Iwamoto_BA10_BPD,BPD,Human
TGFA,-0.01,0.98239,Iwamoto_BA10_BPD,BPD,Human
TGFB1,0.08,0.29711,Iwamoto_BA10_BPD,BPD,Human
TGFB2,-0.30,0.43567,Iwamoto_BA10_BPD,BPD,Human
TGFBR1,-0.12,0.66085,Iwamoto_BA10_BPD,BPD,Human
TGFBR2,-0.08,0.81848,Iwamoto_BA10_BPD,BPD,Human
TGM2,0.09,0.69776,Iwamoto_BA10_BPD,BPD,Human
TH,-0.10,0.66315,Iwamoto_BA10_BPD,BPD,Human
THBD,0.37,0.49333,Iwamoto_BA10_BPD,BPD,Human
THBS1,0.09,0.66007,Iwamoto_BA10_BPD,BPD,Human
THRA,-0.10,0.56783,Iwamoto_BA10_BPD,BPD,Human
THRB,0.01,0.70662,Iwamoto_BA10_BPD,BPD,Human
TIAM1,-0.06,0.47369,Iwamoto_BA10_BPD,BPD,Human
TICAM1,0.00,0.98511,Iwamoto_BA10_BPD,BPD,Human
TIMP1,0.33,0.12794,Iwamoto_BA10_BPD,BPD,Human
TIMP3,0.25,0.15295,Iwamoto_BA10_BPD,BPD,Human
TJP1,-0.10,0.78177,Iwamoto_BA10_BPD,BPD,Human
TK1,-0.41,0.20560,Iwamoto_BA10_BPD,BPD,Human
TKT,-0.07,0.55388,Iwamoto_BA10_BPD,BPD,Human
TLN1,-0.14,0.45572,Iwamoto_BA10_BPD,BPD,Human
TLR2,0.41,0.44691,Iwamoto_BA10_BPD,BPD,Human
TLR3,0.74,0.23978,Iwamoto_BA10_BPD,BPD,Human
TLR5,-0.06,0.89056,Iwamoto_BA10_BPD,BPD,Human
TNC,-0.22,0.38185,Iwamoto_BA10_BPD,BPD,Human
TNF,-0.27,0.21398,Iwamoto_BA10_BPD,BPD,Human
TNFAIP3,0.09,0.73740,Iwamoto_BA10_BPD,BPD,Human
TNFRSF10B,0.37,0.27148,Iwamoto_BA10_BPD,BPD,Human
TNFRSF11A,-0.50,0.10389,Iwamoto_BA10_BPD,BPD,Human
TNFRSF1A,0.22,0.15126,Iwamoto_BA10_BPD,BPD,Human
TNFRSF1B,0.22,0.17215,Iwamoto_BA10_BPD,BPD,Human
TNFSF11,0.74,0.09724,Iwamoto_BA10_BPD,BPD,Human
TNNI3,-1.27,0.04696,Iwamoto_BA10_BPD,BPD,Human
TNNT2,-0.32,0.26247,Iwamoto_BA10_BPD,BPD,Human
TOB1,0.10,0.56251,Iwamoto_BA10_BPD,BPD,Human
TOMM40,-0.20,0.13576,Iwamoto_BA10_BPD,BPD,Human
TP53,0.44,0.09553,Iwamoto_BA10_BPD,BPD,Human
TPI1,-0.07,0.66265,Iwamoto_BA10_BPD,BPD,Human
TPM1,-0.01,0.79235,Iwamoto_BA10_BPD,BPD,Human
TPO,0.21,0.52777,Iwamoto_BA10_BPD,BPD,Human
TPP1,0.18,0.29696,Iwamoto_BA10_BPD,BPD,Human
TRADD,0.31,0.07998,Iwamoto_BA10_BPD,BPD,Human
TRAF1,0.01,0.82898,Iwamoto_BA10_BPD,BPD,Human
TRAF2,-0.20,0.43191,Iwamoto_BA10_BPD,BPD,Human
TRAF3,-0.07,0.78639,Iwamoto_BA10_BPD,BPD,Human
TRAF3IP2,0.09,0.52022,Iwamoto_BA10_BPD,BPD,Human
TRAF4,0.05,0.75960,Iwamoto_BA10_BPD,BPD,Human
TRAF5,-0.02,0.43202,Iwamoto_BA10_BPD,BPD,Human
TRAF6,0.39,0.39562,Iwamoto_BA10_BPD,BPD,Human
TRAP1,-0.06,0.67181,Iwamoto_BA10_BPD,BPD,Human
TRH,0.16,0.61482,Iwamoto_BA10_BPD,BPD,Human
TRIP10,0.43,0.26986,Iwamoto_BA10_BPD,BPD,Human
TRPC1,-0.31,0.05939,Iwamoto_BA10_BPD,BPD,Human
TRPC3,-0.55,0.25640,Iwamoto_BA10_BPD,BPD,Human
TRRAP,0.10,0.42834,Iwamoto_BA10_BPD,BPD,Human
TSC1,-0.11,0.39470,Iwamoto_BA10_BPD,BPD,Human
TSC2,-0.26,0.06975,Iwamoto_BA10_BPD,BPD,Human
TSHR,0.31,0.03602,Iwamoto_BA10_BPD,BPD,Human
TSPO,-0.07,0.79993,Iwamoto_BA10_BPD,BPD,Human
TTF1,0.35,0.42008,Iwamoto_BA10_BPD,BPD,Human
TTF2,0.23,0.51461,Iwamoto_BA10_BPD,BPD,Human
TTK,-0.09,0.83891,Iwamoto_BA10_BPD,BPD,Human
TUBA1B,0.04,0.68610,Iwamoto_BA10_BPD,BPD,Human
TUBB3,-0.08,0.52462,Iwamoto_BA10_BPD,BPD,Human
TXN2,-0.10,0.42696,Iwamoto_BA10_BPD,BPD,Human
TXNRD2,0.00,0.99931,Iwamoto_BA10_BPD,BPD,Human
TYK2,-0.28,0.00948,Iwamoto_BA10_BPD,BPD,Human
TYMP,0.10,0.49737,Iwamoto_BA10_BPD,BPD,Human
TYMS,0.12,0.71221,Iwamoto_BA10_BPD,BPD,Human
UBC,0.03,0.37880,Iwamoto_BA10_BPD,BPD,Human
UBE2I,0.04,0.66034,Iwamoto_BA10_BPD,BPD,Human
UBE3A,-0.01,0.48385,Iwamoto_BA10_BPD,BPD,Human
UCKL1,0.22,0.58531,Iwamoto_BA10_BPD,BPD,Human
UGDH,-0.19,0.29736,Iwamoto_BA10_BPD,BPD,Human
UGP2,0.35,0.34230,Iwamoto_BA10_BPD,BPD,Human
ULK1,-0.12,0.27988,Iwamoto_BA10_BPD,BPD,Human
UMPS,0.04,0.82932,Iwamoto_BA10_BPD,BPD,Human
UNC13B,-0.11,0.47693,Iwamoto_BA10_BPD,BPD,Human
UQCR11,0.07,0.63019,Iwamoto_BA10_BPD,BPD,Human
UQCRB,0.08,0.39544,Iwamoto_BA10_BPD,BPD,Human
UQCRC1,-0.17,0.19846,Iwamoto_BA10_BPD,BPD,Human
UQCRC2,0.02,0.89971,Iwamoto_BA10_BPD,BPD,Human
UQCRFS1,0.08,0.65417,Iwamoto_BA10_BPD,BPD,Human
UQCRHL,-0.05,0.73391,Iwamoto_BA10_BPD,BPD,Human
UQCRQ,0.09,0.50494,Iwamoto_BA10_BPD,BPD,Human
USP8,0.02,0.87542,Iwamoto_BA10_BPD,BPD,Human
VAMP2,-0.18,0.13134,Iwamoto_BA10_BPD,BPD,Human
VAPB,-0.11,0.44186,Iwamoto_BA10_BPD,BPD,Human
VASP,-0.50,0.20581,Iwamoto_BA10_BPD,BPD,Human
VCAM1,0.58,0.17544,Iwamoto_BA10_BPD,BPD,Human
VCL,-0.13,0.24975,Iwamoto_BA10_BPD,BPD,Human
VDAC1,-0.10,0.64184,Iwamoto_BA10_BPD,BPD,Human
VDAC2,-0.03,0.78783,Iwamoto_BA10_BPD,BPD,Human
VDAC3,-0.19,0.19929,Iwamoto_BA10_BPD,BPD,Human
VEGFA,0.14,0.66900,Iwamoto_BA10_BPD,BPD,Human
VHL,0.17,0.54016,Iwamoto_BA10_BPD,BPD,Human
VIM,0.03,0.87344,Iwamoto_BA10_BPD,BPD,Human
VIP,-0.18,0.29351,Iwamoto_BA10_BPD,BPD,Human
VIPR1,-0.29,0.06468,Iwamoto_BA10_BPD,BPD,Human
WAS,-0.14,0.54834,Iwamoto_BA10_BPD,BPD,Human
WASL,0.19,0.52705,Iwamoto_BA10_BPD,BPD,Human
WIF1,0.27,0.53618,Iwamoto_BA10_BPD,BPD,Human
WNT11,-0.18,0.12888,Iwamoto_BA10_BPD,BPD,Human
WNT4,0.21,0.30219,Iwamoto_BA10_BPD,BPD,Human
WNT5A,0.27,0.38301,Iwamoto_BA10_BPD,BPD,Human
WWTR1,0.28,0.09033,Iwamoto_BA10_BPD,BPD,Human
XBP1,0.24,0.20113,Iwamoto_BA10_BPD,BPD,Human
XDH,0.12,0.53969,Iwamoto_BA10_BPD,BPD,Human
XIAP,0.25,0.40309,Iwamoto_BA10_BPD,BPD,Human
XPO1,-0.04,0.72715,Iwamoto_BA10_BPD,BPD,Human
YAP1,-0.15,0.74634,Iwamoto_BA10_BPD,BPD,Human
YWHAE,-0.54,0.01787,Iwamoto_BA10_BPD,BPD,Human
YWHAQ,-0.01,0.47631,Iwamoto_BA10_BPD,BPD,Human
ZAP70,0.01,0.97930,Iwamoto_BA10_BPD,BPD,Human
ZBTB16,0.08,0.62448,Iwamoto_BA10_BPD,BPD,Human
ZBTB17,-0.15,0.20188,Iwamoto_BA10_BPD,BPD,Human
ZEB1,-0.11,0.51552,Iwamoto_BA10_BPD,BPD,Human
ZEB2,0.10,0.66178,Iwamoto_BA10_BPD,BPD,Human
ZFP36,0.57,0.19332,Iwamoto_BA10_BPD,BPD,Human
ZMPSTE24,-0.03,0.77114,Iwamoto_BA10_BPD,BPD,Human
ZYX,-0.09,0.50706,Iwamoto_BA10_BPD,BPD,Human
AANAT,-0.15,0.59788,Iwamoto_BA46_BPD,BPD,Human
ABAT,0.05,0.24412,Iwamoto_BA46_BPD,BPD,Human
ABCA1,0.23,0.25502,Iwamoto_BA46_BPD,BPD,Human
ABCB1,0.19,0.13714,Iwamoto_BA46_BPD,BPD,Human
ABCB11,0.21,0.47235,Iwamoto_BA46_BPD,BPD,Human
ABCB4,-0.31,0.37360,Iwamoto_BA46_BPD,BPD,Human
ABCC2,0.12,0.70340,Iwamoto_BA46_BPD,BPD,Human
ABCC3,0.43,0.04025,Iwamoto_BA46_BPD,BPD,Human
ABCC4,0.13,0.49371,Iwamoto_BA46_BPD,BPD,Human
ABCD1,0.11,0.36463,Iwamoto_BA46_BPD,BPD,Human
ABCD3,0.14,0.33078,Iwamoto_BA46_BPD,BPD,Human
ABCG1,-0.18,0.10830,Iwamoto_BA46_BPD,BPD,Human
ABCG2,-0.27,0.10615,Iwamoto_BA46_BPD,BPD,Human
ABCG5,-0.45,0.20402,Iwamoto_BA46_BPD,BPD,Human
ABL1,-0.05,0.60073,Iwamoto_BA46_BPD,BPD,Human
ACAA1,0.05,0.54038,Iwamoto_BA46_BPD,BPD,Human
ACAA2,0.31,0.18084,Iwamoto_BA46_BPD,BPD,Human
ACACA,-0.08,0.49018,Iwamoto_BA46_BPD,BPD,Human
ACACB,0.40,0.02893,Iwamoto_BA46_BPD,BPD,Human
ACADL,0.16,0.19354,Iwamoto_BA46_BPD,BPD,Human
ACADM,0.13,0.35223,Iwamoto_BA46_BPD,BPD,Human
ACADS,0.15,0.25703,Iwamoto_BA46_BPD,BPD,Human
ACADVL,0.04,0.68541,Iwamoto_BA46_BPD,BPD,Human
ACAT1,-0.19,0.03385,Iwamoto_BA46_BPD,BPD,Human
ACLY,-0.31,0.06207,Iwamoto_BA46_BPD,BPD,Human
ACO1,0.10,0.16428,Iwamoto_BA46_BPD,BPD,Human
ACOT2,-0.03,0.76869,Iwamoto_BA46_BPD,BPD,Human
ACOX1,0.29,0.05048,Iwamoto_BA46_BPD,BPD,Human
ACSL1,-0.16,0.15441,Iwamoto_BA46_BPD,BPD,Human
ACTB,-0.13,0.19213,Iwamoto_BA46_BPD,BPD,Human
ACTC1,-0.02,0.84646,Iwamoto_BA46_BPD,BPD,Human
ACTN4,-0.12,0.16652,Iwamoto_BA46_BPD,BPD,Human
ADA,-0.23,0.23401,Iwamoto_BA46_BPD,BPD,Human
ADAM10,-0.16,0.10097,Iwamoto_BA46_BPD,BPD,Human
ADCY1,-0.15,0.53650,Iwamoto_BA46_BPD,BPD,Human
ADCY10,0.22,0.36160,Iwamoto_BA46_BPD,BPD,Human
ADCY2,-0.02,0.60450,Iwamoto_BA46_BPD,BPD,Human
ADCY6,-0.01,0.92813,Iwamoto_BA46_BPD,BPD,Human
ADCYAP1,-0.28,0.13171,Iwamoto_BA46_BPD,BPD,Human
ADCYAP1R1,0.28,0.15295,Iwamoto_BA46_BPD,BPD,Human
ADIPOQ,-0.12,0.52769,Iwamoto_BA46_BPD,BPD,Human
ADIPOR1,-0.13,0.07127,Iwamoto_BA46_BPD,BPD,Human
ADORA1,-0.12,0.29280,Iwamoto_BA46_BPD,BPD,Human
ADORA2A,0.03,0.79118,Iwamoto_BA46_BPD,BPD,Human
ADRA1A,0.02,0.41976,Iwamoto_BA46_BPD,BPD,Human
ADRA1D,0.03,0.33750,Iwamoto_BA46_BPD,BPD,Human
ADRB1,-0.18,0.57704,Iwamoto_BA46_BPD,BPD,Human
ADRB3,-0.12,0.13325,Iwamoto_BA46_BPD,BPD,Human
ADSL,-0.12,0.18128,Iwamoto_BA46_BPD,BPD,Human
AGAP2,0.01,0.14967,Iwamoto_BA46_BPD,BPD,Human
AGER,0.20,0.36843,Iwamoto_BA46_BPD,BPD,Human
AGL,0.13,0.32938,Iwamoto_BA46_BPD,BPD,Human
AGRP,0.10,0.70048,Iwamoto_BA46_BPD,BPD,Human
AGT,0.30,0.13102,Iwamoto_BA46_BPD,BPD,Human
AGXT,0.10,0.53107,Iwamoto_BA46_BPD,BPD,Human
AHR,0.04,0.76196,Iwamoto_BA46_BPD,BPD,Human
AKAP13,-0.02,0.50491,Iwamoto_BA46_BPD,BPD,Human
AKR1A1,-0.25,0.01533,Iwamoto_BA46_BPD,BPD,Human
AKR1B1,-0.18,0.07108,Iwamoto_BA46_BPD,BPD,Human
AKR1C3,0.27,0.14099,Iwamoto_BA46_BPD,BPD,Human
AKT3,-0.06,0.63765,Iwamoto_BA46_BPD,BPD,Human
ALAS1,-0.28,0.07646,Iwamoto_BA46_BPD,BPD,Human
ALB,0.08,0.54028,Iwamoto_BA46_BPD,BPD,Human
ALDH18A1,-0.06,0.51759,Iwamoto_BA46_BPD,BPD,Human
ALDH2,0.18,0.09570,Iwamoto_BA46_BPD,BPD,Human
ALDH3A1,0.29,0.27208,Iwamoto_BA46_BPD,BPD,Human
ALDH4A1,0.21,0.23704,Iwamoto_BA46_BPD,BPD,Human
ALDH5A1,0.03,0.49501,Iwamoto_BA46_BPD,BPD,Human
ALDH7A1,0.14,0.20881,Iwamoto_BA46_BPD,BPD,Human
ALDH9A1,0.07,0.48816,Iwamoto_BA46_BPD,BPD,Human
ALDOA,-0.24,0.05029,Iwamoto_BA46_BPD,BPD,Human
ALOX12,0.82,0.00863,Iwamoto_BA46_BPD,BPD,Human
ALOX15,-0.05,0.84133,Iwamoto_BA46_BPD,BPD,Human
ALOX15B,0.36,0.07519,Iwamoto_BA46_BPD,BPD,Human
ALOX5,-0.06,0.37781,Iwamoto_BA46_BPD,BPD,Human
AMBRA1,0.11,0.35348,Iwamoto_BA46_BPD,BPD,Human
AMOT,0.23,0.24647,Iwamoto_BA46_BPD,BPD,Human
AMPD1,0.17,0.54021,Iwamoto_BA46_BPD,BPD,Human
ANAPC10,-0.16,0.41127,Iwamoto_BA46_BPD,BPD,Human
ANAPC5,-0.30,0.01239,Iwamoto_BA46_BPD,BPD,Human
ANGPT1,0.17,0.20170,Iwamoto_BA46_BPD,BPD,Human
ANGPT2,-0.32,0.30240,Iwamoto_BA46_BPD,BPD,Human
ANGPTL4,0.44,0.08217,Iwamoto_BA46_BPD,BPD,Human
ANPEP,0.19,0.46567,Iwamoto_BA46_BPD,BPD,Human
AOC1,-0.07,0.82593,Iwamoto_BA46_BPD,BPD,Human
AOX1,-0.07,0.75919,Iwamoto_BA46_BPD,BPD,Human
AP2M1,-0.30,0.10704,Iwamoto_BA46_BPD,BPD,Human
APAF1,0.04,0.60918,Iwamoto_BA46_BPD,BPD,Human
APBB1,-0.24,0.01726,Iwamoto_BA46_BPD,BPD,Human
APBB1IP,0.34,0.21184,Iwamoto_BA46_BPD,BPD,Human
APC2,-0.21,0.27336,Iwamoto_BA46_BPD,BPD,Human
APH1A,0.05,0.51121,Iwamoto_BA46_BPD,BPD,Human
APOA1,0.21,0.47198,Iwamoto_BA46_BPD,BPD,Human
APOA2,0.33,0.29969,Iwamoto_BA46_BPD,BPD,Human
APOB,-0.04,0.87216,Iwamoto_BA46_BPD,BPD,Human
APOC3,-0.18,0.44608,Iwamoto_BA46_BPD,BPD,Human
APOE,0.30,0.09324,Iwamoto_BA46_BPD,BPD,Human
APP,-0.11,0.25951,Iwamoto_BA46_BPD,BPD,Human
APPL1,0.35,0.04774,Iwamoto_BA46_BPD,BPD,Human
APRT,-0.27,0.06671,Iwamoto_BA46_BPD,BPD,Human
AQP1,0.19,0.27597,Iwamoto_BA46_BPD,BPD,Human
AQP4,0.33,0.18880,Iwamoto_BA46_BPD,BPD,Human
AR,0.06,0.62776,Iwamoto_BA46_BPD,BPD,Human
ARAF,-0.12,0.29715,Iwamoto_BA46_BPD,BPD,Human
ARC,-0.34,0.15286,Iwamoto_BA46_BPD,BPD,Human
AREG,0.18,0.56983,Iwamoto_BA46_BPD,BPD,Human
ARF1,-0.18,0.18596,Iwamoto_BA46_BPD,BPD,Human
ARF6,-0.16,0.16019,Iwamoto_BA46_BPD,BPD,Human
ARHGAP35,0.08,0.66537,Iwamoto_BA46_BPD,BPD,Human
ARHGDIA,-0.14,0.35565,Iwamoto_BA46_BPD,BPD,Human
ARNT,0.28,0.15142,Iwamoto_BA46_BPD,BPD,Human
ARNT2,0.03,0.62278,Iwamoto_BA46_BPD,BPD,Human
ARRB1,-0.09,0.46006,Iwamoto_BA46_BPD,BPD,Human
ASIP,0.01,0.97846,Iwamoto_BA46_BPD,BPD,Human
ASL,-0.05,0.66742,Iwamoto_BA46_BPD,BPD,Human
ASMT,0.11,0.71445,Iwamoto_BA46_BPD,BPD,Human
ASNS,-0.28,0.11422,Iwamoto_BA46_BPD,BPD,Human
ASPA,-0.38,0.03382,Iwamoto_BA46_BPD,BPD,Human
ASS1,-0.14,0.25362,Iwamoto_BA46_BPD,BPD,Human
ATF1,0.08,0.58137,Iwamoto_BA46_BPD,BPD,Human
ATF2,-0.09,0.23019,Iwamoto_BA46_BPD,BPD,Human
ATF4,-0.20,0.02764,Iwamoto_BA46_BPD,BPD,Human
ATF6,-0.02,0.75977,Iwamoto_BA46_BPD,BPD,Human
ATG12,0.00,0.11503,Iwamoto_BA46_BPD,BPD,Human
ATG13,-0.05,0.47107,Iwamoto_BA46_BPD,BPD,Human
ATG16L1,0.08,0.68230,Iwamoto_BA46_BPD,BPD,Human
ATG3,-0.01,0.30858,Iwamoto_BA46_BPD,BPD,Human
ATG5,-0.22,0.05191,Iwamoto_BA46_BPD,BPD,Human
ATG7,-0.10,0.41696,Iwamoto_BA46_BPD,BPD,Human
ATIC,-0.13,0.11516,Iwamoto_BA46_BPD,BPD,Human
ATM,-0.19,0.25275,Iwamoto_BA46_BPD,BPD,Human
ATP2A1,-0.16,0.45611,Iwamoto_BA46_BPD,BPD,Human
ATP2B1,-0.09,0.60826,Iwamoto_BA46_BPD,BPD,Human
ATP6V0C,-0.22,0.07461,Iwamoto_BA46_BPD,BPD,Human
ATP6V1A,-0.43,0.09936,Iwamoto_BA46_BPD,BPD,Human
ATP6V1B1,-0.20,0.50631,Iwamoto_BA46_BPD,BPD,Human
ATP6V1D,-0.22,0.14977,Iwamoto_BA46_BPD,BPD,Human
ATP6V1E1,-0.27,0.08990,Iwamoto_BA46_BPD,BPD,Human
ATP6V1F,-0.12,0.27864,Iwamoto_BA46_BPD,BPD,Human
ATP6V1H,-0.13,0.42940,Iwamoto_BA46_BPD,BPD,Human
ATR,-0.08,0.55537,Iwamoto_BA46_BPD,BPD,Human
AUH,-0.15,0.20564,Iwamoto_BA46_BPD,BPD,Human
AVP,-0.11,0.71390,Iwamoto_BA46_BPD,BPD,Human
AXIN1,-0.01,0.95587,Iwamoto_BA46_BPD,BPD,Human
B2M,-0.01,0.49740,Iwamoto_BA46_BPD,BPD,Human
BAAT,-0.16,0.30147,Iwamoto_BA46_BPD,BPD,Human
BACE1,-0.12,0.25705,Iwamoto_BA46_BPD,BPD,Human
BAD,-0.09,0.26636,Iwamoto_BA46_BPD,BPD,Human
BAK1,-0.29,0.13308,Iwamoto_BA46_BPD,BPD,Human
BAX,-0.27,0.24461,Iwamoto_BA46_BPD,BPD,Human
BBC3,0.32,0.02464,Iwamoto_BA46_BPD,BPD,Human
BCAT1,-0.32,0.12897,Iwamoto_BA46_BPD,BPD,Human
BCKDHA,-0.11,0.17612,Iwamoto_BA46_BPD,BPD,Human
BCL10,0.19,0.08316,Iwamoto_BA46_BPD,BPD,Human
BCL2,-0.05,0.49180,Iwamoto_BA46_BPD,BPD,Human
BCL2A1,-0.03,0.91660,Iwamoto_BA46_BPD,BPD,Human
BCL2L1,-0.04,0.38833,Iwamoto_BA46_BPD,BPD,Human
BCL2L11,0.31,0.27419,Iwamoto_BA46_BPD,BPD,Human
BCL2L2,-0.08,0.32813,Iwamoto_BA46_BPD,BPD,Human
BCL6,0.03,0.67079,Iwamoto_BA46_BPD,BPD,Human
BDH1,-0.06,0.64685,Iwamoto_BA46_BPD,BPD,Human
BDKRB1,0.23,0.28152,Iwamoto_BA46_BPD,BPD,Human
BDNF,-0.25,0.21507,Iwamoto_BA46_BPD,BPD,Human
BHMT,0.10,0.68546,Iwamoto_BA46_BPD,BPD,Human
BID,-0.29,0.00542,Iwamoto_BA46_BPD,BPD,Human
BIRC2,-0.16,0.06200,Iwamoto_BA46_BPD,BPD,Human
BIRC5,0.01,0.47809,Iwamoto_BA46_BPD,BPD,Human
BLNK,-0.54,0.00579,Iwamoto_BA46_BPD,BPD,Human
BMP2,-0.11,0.51358,Iwamoto_BA46_BPD,BPD,Human
BMP4,0.13,0.36926,Iwamoto_BA46_BPD,BPD,Human
BMP7,0.16,0.13714,Iwamoto_BA46_BPD,BPD,Human
BMP8A,-0.37,0.18375,Iwamoto_BA46_BPD,BPD,Human
BMPR1A,0.32,0.04353,Iwamoto_BA46_BPD,BPD,Human
BMPR1B,0.22,0.45520,Iwamoto_BA46_BPD,BPD,Human
BMPR2,-0.03,0.41787,Iwamoto_BA46_BPD,BPD,Human
BNIP3,-0.28,0.03437,Iwamoto_BA46_BPD,BPD,Human
BPGM,0.18,0.31498,Iwamoto_BA46_BPD,BPD,Human
BRAF,0.05,0.68117,Iwamoto_BA46_BPD,BPD,Human
BRCA1,0.16,0.54122,Iwamoto_BA46_BPD,BPD,Human
BRCA2,0.07,0.83984,Iwamoto_BA46_BPD,BPD,Human
BTC,-0.40,0.26959,Iwamoto_BA46_BPD,BPD,Human
BTK,0.25,0.20278,Iwamoto_BA46_BPD,BPD,Human
BUB1,-0.03,0.42102,Iwamoto_BA46_BPD,BPD,Human
BUB3,-0.12,0.25887,Iwamoto_BA46_BPD,BPD,Human
C3,-0.96,0.00695,Iwamoto_BA46_BPD,BPD,Human
C4A,0.08,0.55507,Iwamoto_BA46_BPD,BPD,Human
C5,0.18,0.25180,Iwamoto_BA46_BPD,BPD,Human
CA2,-0.33,0.03749,Iwamoto_BA46_BPD,BPD,Human
CA4,-0.18,0.09143,Iwamoto_BA46_BPD,BPD,Human
CAB39,-0.22,0.17629,Iwamoto_BA46_BPD,BPD,Human
CACNA1A,0.22,0.13333,Iwamoto_BA46_BPD,BPD,Human
CACNA1B,0.27,0.30806,Iwamoto_BA46_BPD,BPD,Human
