HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
GABRA1,-1.14,0.04184,Stanley_On_Off_Meds_BPD,BPD,Human
GAD1,-1.00,0.94697,Stanley_On_Off_Meds_BPD,BPD,Human
GADD45G,-1.08,0.19103,Stanley_On_Off_Meds_BPD,BPD,Human
GAMT,1.02,0.62256,Stanley_On_Off_Meds_BPD,BPD,Human
GAPDH,-1.04,0.01386,Stanley_On_Off_Meds_BPD,BPD,Human
GART,-1.03,0.09947,Stanley_On_Off_Meds_BPD,BPD,Human
GATA4,-1.01,0.58211,Stanley_On_Off_Meds_BPD,BPD,Human
GATM,-1.04,0.42753,Stanley_On_Off_Meds_BPD,BPD,Human
GBE1,-1.10,0.02121,Stanley_On_Off_Meds_BPD,BPD,Human
GCDH,-1.04,0.42989,Stanley_On_Off_Meds_BPD,BPD,Human
GCG,1.06,0.09543,Stanley_On_Off_Meds_BPD,BPD,Human
GCK,-1.10,0.02019,Stanley_On_Off_Meds_BPD,BPD,Human
GCLC,1.05,0.20176,Stanley_On_Off_Meds_BPD,BPD,Human
GFPT1,-1.06,0.02803,Stanley_On_Off_Meds_BPD,BPD,Human
GGPS1,-1.04,0.33667,Stanley_On_Off_Meds_BPD,BPD,Human
GGT1,-1.11,0.00000,Stanley_On_Off_Meds_BPD,BPD,Human
GHR,-1.06,0.16103,Stanley_On_Off_Meds_BPD,BPD,Human
GHRH,1.02,0.57183,Stanley_On_Off_Meds_BPD,BPD,Human
GHRHR,1.02,0.57078,Stanley_On_Off_Meds_BPD,BPD,Human
GHRL,1.08,0.13103,Stanley_On_Off_Meds_BPD,BPD,Human
GJA1,-1.12,0.03468,Stanley_On_Off_Meds_BPD,BPD,Human
GK,-1.08,0.00369,Stanley_On_Off_Meds_BPD,BPD,Human
GLA,1.03,0.46506,Stanley_On_Off_Meds_BPD,BPD,Human
GLB1,-1.14,0.00268,Stanley_On_Off_Meds_BPD,BPD,Human
GLI2,-1.04,0.00376,Stanley_On_Off_Meds_BPD,BPD,Human
GLI3,1.09,0.01337,Stanley_On_Off_Meds_BPD,BPD,Human
GLS2,-1.10,0.15363,Stanley_On_Off_Meds_BPD,BPD,Human
GLUD1,-1.07,0.01368,Stanley_On_Off_Meds_BPD,BPD,Human
GLUL,1.01,0.73386,Stanley_On_Off_Meds_BPD,BPD,Human
GNA11,-1.04,0.07591,Stanley_On_Off_Meds_BPD,BPD,Human
GNAI1,-1.00,0.92412,Stanley_On_Off_Meds_BPD,BPD,Human
GNAO1,-1.05,0.12199,Stanley_On_Off_Meds_BPD,BPD,Human
GNAQ,-1.04,0.22558,Stanley_On_Off_Meds_BPD,BPD,Human
GNAS,-1.01,0.73952,Stanley_On_Off_Meds_BPD,BPD,Human
GNB3,-1.03,0.05719,Stanley_On_Off_Meds_BPD,BPD,Human
GNB5,-1.10,0.00653,Stanley_On_Off_Meds_BPD,BPD,Human
GNRHR,-1.04,0.10997,Stanley_On_Off_Meds_BPD,BPD,Human
GOT2,-1.05,0.46568,Stanley_On_Off_Meds_BPD,BPD,Human
GPC1,-1.14,0.00440,Stanley_On_Off_Meds_BPD,BPD,Human
GPC4,1.07,0.04079,Stanley_On_Off_Meds_BPD,BPD,Human
GPHN,-1.10,0.00121,Stanley_On_Off_Meds_BPD,BPD,Human
GPI,-1.07,0.02441,Stanley_On_Off_Meds_BPD,BPD,Human
GPT,-1.15,0.01740,Stanley_On_Off_Meds_BPD,BPD,Human
GPX4,-1.12,0.00508,Stanley_On_Off_Meds_BPD,BPD,Human
GRAP2,1.03,0.07540,Stanley_On_Off_Meds_BPD,BPD,Human
GRB10,-1.03,0.25630,Stanley_On_Off_Meds_BPD,BPD,Human
GRB2,-1.03,0.20559,Stanley_On_Off_Meds_BPD,BPD,Human
GRIA1,-1.11,0.00007,Stanley_On_Off_Meds_BPD,BPD,Human
GRIA2,-1.11,0.01313,Stanley_On_Off_Meds_BPD,BPD,Human
GRIA3,-1.08,0.00567,Stanley_On_Off_Meds_BPD,BPD,Human
GRIN1,-1.06,0.04521,Stanley_On_Off_Meds_BPD,BPD,Human
GRIN2A,1.06,0.28336,Stanley_On_Off_Meds_BPD,BPD,Human
GRIN2B,-1.02,0.54093,Stanley_On_Off_Meds_BPD,BPD,Human
GRIN3A,1.01,0.87088,Stanley_On_Off_Meds_BPD,BPD,Human
GRM1,-1.12,0.00002,Stanley_On_Off_Meds_BPD,BPD,Human
GRM2,-1.11,0.04120,Stanley_On_Off_Meds_BPD,BPD,Human
GRM3,1.02,0.57116,Stanley_On_Off_Meds_BPD,BPD,Human
GRM4,-1.02,0.73845,Stanley_On_Off_Meds_BPD,BPD,Human
GRM5,-1.11,0.00103,Stanley_On_Off_Meds_BPD,BPD,Human
GRM7,-1.02,0.43279,Stanley_On_Off_Meds_BPD,BPD,Human
GRPR,-1.04,0.21365,Stanley_On_Off_Meds_BPD,BPD,Human
GSK3B,-1.11,0.00754,Stanley_On_Off_Meds_BPD,BPD,Human
GSN,-1.01,0.85763,Stanley_On_Off_Meds_BPD,BPD,Human
GSR,-1.04,0.33479,Stanley_On_Off_Meds_BPD,BPD,Human
GSS,-1.10,0.00626,Stanley_On_Off_Meds_BPD,BPD,Human
GSTK1,-1.06,0.19652,Stanley_On_Off_Meds_BPD,BPD,Human
GSTO2,1.02,0.68888,Stanley_On_Off_Meds_BPD,BPD,Human
GSTP1,-1.06,0.24021,Stanley_On_Off_Meds_BPD,BPD,Human
GSTZ1,-1.13,0.09552,Stanley_On_Off_Meds_BPD,BPD,Human
GUCY1A2,1.02,0.40574,Stanley_On_Off_Meds_BPD,BPD,Human
GYG1,-1.06,0.13183,Stanley_On_Off_Meds_BPD,BPD,Human
GYS1,-1.06,0.17082,Stanley_On_Off_Meds_BPD,BPD,Human
HAAO,-1.02,0.73883,Stanley_On_Off_Meds_BPD,BPD,Human
HADH,-1.02,0.44206,Stanley_On_Off_Meds_BPD,BPD,Human
HADHA,1.03,0.32616,Stanley_On_Off_Meds_BPD,BPD,Human
HAND1,-1.06,0.16398,Stanley_On_Off_Meds_BPD,BPD,Human
HAP1,-1.01,0.69712,Stanley_On_Off_Meds_BPD,BPD,Human
HBEGF,1.05,0.07738,Stanley_On_Off_Meds_BPD,BPD,Human
HCK,-1.04,0.16083,Stanley_On_Off_Meds_BPD,BPD,Human
HCRTR1,1.06,0.12923,Stanley_On_Off_Meds_BPD,BPD,Human
HDAC1,-1.03,0.55567,Stanley_On_Off_Meds_BPD,BPD,Human
HDAC5,-1.02,0.47542,Stanley_On_Off_Meds_BPD,BPD,Human
HDAC6,-1.04,0.30028,Stanley_On_Off_Meds_BPD,BPD,Human
HES1,-1.01,0.51276,Stanley_On_Off_Meds_BPD,BPD,Human
HEY1,-1.08,0.12723,Stanley_On_Off_Meds_BPD,BPD,Human
HGF,-1.03,0.18846,Stanley_On_Off_Meds_BPD,BPD,Human
HHEX,1.02,0.40340,Stanley_On_Off_Meds_BPD,BPD,Human
HIBADH,-1.04,0.26734,Stanley_On_Off_Meds_BPD,BPD,Human
HIBCH,1.04,0.33492,Stanley_On_Off_Meds_BPD,BPD,Human
HIF1A,-1.02,0.57088,Stanley_On_Off_Meds_BPD,BPD,Human
HK1,-1.06,0.29788,Stanley_On_Off_Meds_BPD,BPD,Human
HLA-DMA,-1.02,0.60590,Stanley_On_Off_Meds_BPD,BPD,Human
HMGB1,1.04,0.26128,Stanley_On_Off_Meds_BPD,BPD,Human
HMGCL,1.08,0.16931,Stanley_On_Off_Meds_BPD,BPD,Human
HMGCR,-1.08,0.07821,Stanley_On_Off_Meds_BPD,BPD,Human
HMGCS1,-1.11,0.00380,Stanley_On_Off_Meds_BPD,BPD,Human
HMOX1,1.00,0.89322,Stanley_On_Off_Meds_BPD,BPD,Human
HNF1A,-1.02,0.42448,Stanley_On_Off_Meds_BPD,BPD,Human
HNF1B,-1.08,0.10707,Stanley_On_Off_Meds_BPD,BPD,Human
HNF4A,-1.03,0.00579,Stanley_On_Off_Meds_BPD,BPD,Human
HNRNPK,-1.02,0.57903,Stanley_On_Off_Meds_BPD,BPD,Human
HPRT1,-1.10,0.11860,Stanley_On_Off_Meds_BPD,BPD,Human
HRAS,-1.03,0.47378,Stanley_On_Off_Meds_BPD,BPD,Human
HSD17B10,1.12,0.04750,Stanley_On_Off_Meds_BPD,BPD,Human
HSD17B12,1.00,0.95465,Stanley_On_Off_Meds_BPD,BPD,Human
HSD3B1,1.06,0.01045,Stanley_On_Off_Meds_BPD,BPD,Human
HSP90AA1,-1.04,0.26727,Stanley_On_Off_Meds_BPD,BPD,Human
HSP90B1,1.02,0.46241,Stanley_On_Off_Meds_BPD,BPD,Human
HSPA1A,1.02,0.70197,Stanley_On_Off_Meds_BPD,BPD,Human
HSPB1,-1.05,0.48339,Stanley_On_Off_Meds_BPD,BPD,Human
HSPD1,-1.04,0.58059,Stanley_On_Off_Meds_BPD,BPD,Human
HTR1A,1.02,0.59972,Stanley_On_Off_Meds_BPD,BPD,Human
HTR2A,-1.18,0.00071,Stanley_On_Off_Meds_BPD,BPD,Human
HTR7,1.03,0.19125,Stanley_On_Off_Meds_BPD,BPD,Human
HTRA2,-1.08,0.13524,Stanley_On_Off_Meds_BPD,BPD,Human
HTT,-1.07,0.12631,Stanley_On_Off_Meds_BPD,BPD,Human
ICAM1,-1.12,0.00563,Stanley_On_Off_Meds_BPD,BPD,Human
ICOS,1.01,0.70634,Stanley_On_Off_Meds_BPD,BPD,Human
ID1,-1.02,0.51125,Stanley_On_Off_Meds_BPD,BPD,Human
ID2,1.09,0.01616,Stanley_On_Off_Meds_BPD,BPD,Human
IDE,1.01,0.65110,Stanley_On_Off_Meds_BPD,BPD,Human
IDH1,1.04,0.43170,Stanley_On_Off_Meds_BPD,BPD,Human
IDH3A,-1.03,0.39133,Stanley_On_Off_Meds_BPD,BPD,Human
IDI1,-1.05,0.15915,Stanley_On_Off_Meds_BPD,BPD,Human
IFNA1,-1.01,0.42195,Stanley_On_Off_Meds_BPD,BPD,Human
IFNAR1,-1.10,0.05207,Stanley_On_Off_Meds_BPD,BPD,Human
IFNAR2,1.02,0.48907,Stanley_On_Off_Meds_BPD,BPD,Human
IFNB1,1.04,0.00092,Stanley_On_Off_Meds_BPD,BPD,Human
IFNG,1.00,0.94161,Stanley_On_Off_Meds_BPD,BPD,Human
IFT57,1.00,0.92400,Stanley_On_Off_Meds_BPD,BPD,Human
IGF1,-1.06,0.00590,Stanley_On_Off_Meds_BPD,BPD,Human
IGF1R,-1.04,0.18820,Stanley_On_Off_Meds_BPD,BPD,Human
IGF2,-1.03,0.03790,Stanley_On_Off_Meds_BPD,BPD,Human
IGF2BP1,1.00,0.90361,Stanley_On_Off_Meds_BPD,BPD,Human
IGFBP3,1.06,0.21000,Stanley_On_Off_Meds_BPD,BPD,Human
IHH,-1.06,0.08908,Stanley_On_Off_Meds_BPD,BPD,Human
IKBKB,-1.07,0.01255,Stanley_On_Off_Meds_BPD,BPD,Human
IKBKE,1.02,0.60409,Stanley_On_Off_Meds_BPD,BPD,Human
IKBKG,-1.08,0.05440,Stanley_On_Off_Meds_BPD,BPD,Human
IL10,-1.08,0.01093,Stanley_On_Off_Meds_BPD,BPD,Human
IL10RA,1.03,0.58849,Stanley_On_Off_Meds_BPD,BPD,Human
IL12A,1.01,0.89650,Stanley_On_Off_Meds_BPD,BPD,Human
IL13,-1.25,0.00545,Stanley_On_Off_Meds_BPD,BPD,Human
IL17A,-1.01,0.71496,Stanley_On_Off_Meds_BPD,BPD,Human
IL17RB,-1.00,0.96355,Stanley_On_Off_Meds_BPD,BPD,Human
IL18,-1.20,0.00650,Stanley_On_Off_Meds_BPD,BPD,Human
IL1A,-1.06,0.17575,Stanley_On_Off_Meds_BPD,BPD,Human
IL1B,-1.09,0.01928,Stanley_On_Off_Meds_BPD,BPD,Human
IL1R1,-1.06,0.08510,Stanley_On_Off_Meds_BPD,BPD,Human
IL2,1.08,0.00123,Stanley_On_Off_Meds_BPD,BPD,Human
IL2RA,-1.02,0.26978,Stanley_On_Off_Meds_BPD,BPD,Human
IL2RB,-1.09,0.13017,Stanley_On_Off_Meds_BPD,BPD,Human
IL3,-1.09,0.11964,Stanley_On_Off_Meds_BPD,BPD,Human
IL4,-1.08,0.01313,Stanley_On_Off_Meds_BPD,BPD,Human
IL5,1.14,0.01389,Stanley_On_Off_Meds_BPD,BPD,Human
IL6,1.00,0.98846,Stanley_On_Off_Meds_BPD,BPD,Human
IL6R,-1.02,0.45879,Stanley_On_Off_Meds_BPD,BPD,Human
IL6ST,-1.07,0.00905,Stanley_On_Off_Meds_BPD,BPD,Human
IL7R,-1.01,0.89217,Stanley_On_Off_Meds_BPD,BPD,Human
ILK,1.06,0.09209,Stanley_On_Off_Meds_BPD,BPD,Human
IMPA1,-1.02,0.58373,Stanley_On_Off_Meds_BPD,BPD,Human
IMPDH1,1.03,0.67123,Stanley_On_Off_Meds_BPD,BPD,Human
INHBA,-1.01,0.71494,Stanley_On_Off_Meds_BPD,BPD,Human
INMT,1.06,0.19917,Stanley_On_Off_Meds_BPD,BPD,Human
INPP4A,-1.04,0.12923,Stanley_On_Off_Meds_BPD,BPD,Human
INPP5D,-1.09,0.03089,Stanley_On_Off_Meds_BPD,BPD,Human
INPPL1,1.09,0.13340,Stanley_On_Off_Meds_BPD,BPD,Human
INS,-1.06,0.16376,Stanley_On_Off_Meds_BPD,BPD,Human
INSR,-1.01,0.59980,Stanley_On_Off_Meds_BPD,BPD,Human
IRAK1,-1.02,0.75704,Stanley_On_Off_Meds_BPD,BPD,Human
IRF1,-1.08,0.01743,Stanley_On_Off_Meds_BPD,BPD,Human
IRF7,-1.08,0.03463,Stanley_On_Off_Meds_BPD,BPD,Human
IRF9,-1.02,0.45742,Stanley_On_Off_Meds_BPD,BPD,Human
IRS1,-1.01,0.60247,Stanley_On_Off_Meds_BPD,BPD,Human
IRS2,-1.01,0.77518,Stanley_On_Off_Meds_BPD,BPD,Human
ISG15,-1.19,0.00029,Stanley_On_Off_Meds_BPD,BPD,Human
ISL1,-1.07,0.20471,Stanley_On_Off_Meds_BPD,BPD,Human
ITCH,-1.03,0.14064,Stanley_On_Off_Meds_BPD,BPD,Human
ITGA11,1.07,0.02517,Stanley_On_Off_Meds_BPD,BPD,Human
ITGA2B,-1.01,0.63839,Stanley_On_Off_Meds_BPD,BPD,Human
ITGA4,-1.00,0.87658,Stanley_On_Off_Meds_BPD,BPD,Human
ITGA5,1.00,0.86066,Stanley_On_Off_Meds_BPD,BPD,Human
ITGA6,-1.02,0.58308,Stanley_On_Off_Meds_BPD,BPD,Human
ITGAL,1.02,0.36885,Stanley_On_Off_Meds_BPD,BPD,Human
ITGAM,-1.06,0.03348,Stanley_On_Off_Meds_BPD,BPD,Human
ITGAV,1.02,0.59992,Stanley_On_Off_Meds_BPD,BPD,Human
ITGB1,1.07,0.00236,Stanley_On_Off_Meds_BPD,BPD,Human
ITGB2,1.05,0.07808,Stanley_On_Off_Meds_BPD,BPD,Human
ITGB3,-1.07,0.00177,Stanley_On_Off_Meds_BPD,BPD,Human
ITGB7,-1.11,0.01142,Stanley_On_Off_Meds_BPD,BPD,Human
ITK,-1.01,0.71640,Stanley_On_Off_Meds_BPD,BPD,Human
ITPA,-1.07,0.16970,Stanley_On_Off_Meds_BPD,BPD,Human
ITPR1,-1.06,0.03287,Stanley_On_Off_Meds_BPD,BPD,Human
ITPR3,-1.02,0.37474,Stanley_On_Off_Meds_BPD,BPD,Human
IYD,1.04,0.21866,Stanley_On_Off_Meds_BPD,BPD,Human
JAG1,1.01,0.63333,Stanley_On_Off_Meds_BPD,BPD,Human
JAK1,-1.05,0.05128,Stanley_On_Off_Meds_BPD,BPD,Human
JAK2,-1.08,0.02134,Stanley_On_Off_Meds_BPD,BPD,Human
JAK3,-1.00,0.84556,Stanley_On_Off_Meds_BPD,BPD,Human
JUN,1.06,0.16159,Stanley_On_Off_Meds_BPD,BPD,Human
JUNB,-1.02,0.56925,Stanley_On_Off_Meds_BPD,BPD,Human
JUP,1.17,0.03023,Stanley_On_Off_Meds_BPD,BPD,Human
KAT5,-1.10,0.00315,Stanley_On_Off_Meds_BPD,BPD,Human
KCNC3,-1.03,0.32968,Stanley_On_Off_Meds_BPD,BPD,Human
KCNJ10,-1.11,0.04052,Stanley_On_Off_Meds_BPD,BPD,Human
KCNJ6,-1.11,0.02907,Stanley_On_Off_Meds_BPD,BPD,Human
KCNN2,-1.09,0.29351,Stanley_On_Off_Meds_BPD,BPD,Human
KDM1A,-1.02,0.40999,Stanley_On_Off_Meds_BPD,BPD,Human
KDR,1.01,0.76630,Stanley_On_Off_Meds_BPD,BPD,Human
KEAP1,-1.20,0.00829,Stanley_On_Off_Meds_BPD,BPD,Human
KIDINS220,1.01,0.64060,Stanley_On_Off_Meds_BPD,BPD,Human
KIF3A,-1.07,0.16352,Stanley_On_Off_Meds_BPD,BPD,Human
KIF5A,-1.05,0.23546,Stanley_On_Off_Meds_BPD,BPD,Human
KIT,1.04,0.50929,Stanley_On_Off_Meds_BPD,BPD,Human
KITLG,-1.07,0.00138,Stanley_On_Off_Meds_BPD,BPD,Human
KLC3,-1.04,0.05950,Stanley_On_Off_Meds_BPD,BPD,Human
KLF4,-1.10,0.00782,Stanley_On_Off_Meds_BPD,BPD,Human
KLK3,-1.03,0.41279,Stanley_On_Off_Meds_BPD,BPD,Human
KMO,-1.12,0.00001,Stanley_On_Off_Meds_BPD,BPD,Human
KMT2A,-1.00,0.94754,Stanley_On_Off_Meds_BPD,BPD,Human
KNG1,1.00,0.97653,Stanley_On_Off_Meds_BPD,BPD,Human
KRAS,-1.02,0.50731,Stanley_On_Off_Meds_BPD,BPD,Human
KYNU,-1.02,0.39443,Stanley_On_Off_Meds_BPD,BPD,Human
L2HGDH,-1.03,0.45762,Stanley_On_Off_Meds_BPD,BPD,Human
LAMC1,-1.02,0.61798,Stanley_On_Off_Meds_BPD,BPD,Human
LAMC3,-1.11,0.00216,Stanley_On_Off_Meds_BPD,BPD,Human
LAT,1.06,0.26547,Stanley_On_Off_Meds_BPD,BPD,Human
LATS2,-1.04,0.36625,Stanley_On_Off_Meds_BPD,BPD,Human
LCK,-1.06,0.00653,Stanley_On_Off_Meds_BPD,BPD,Human
LCN2,-1.05,0.12834,Stanley_On_Off_Meds_BPD,BPD,Human
LCP2,1.01,0.77705,Stanley_On_Off_Meds_BPD,BPD,Human
LDHD,1.07,0.31001,Stanley_On_Off_Meds_BPD,BPD,Human
LDLR,-1.03,0.02830,Stanley_On_Off_Meds_BPD,BPD,Human
LEF1,-1.04,0.23036,Stanley_On_Off_Meds_BPD,BPD,Human
LEFTY1,-1.02,0.69656,Stanley_On_Off_Meds_BPD,BPD,Human
LEP,1.06,0.00404,Stanley_On_Off_Meds_BPD,BPD,Human
LEPR,1.00,0.81541,Stanley_On_Off_Meds_BPD,BPD,Human
LIF,1.03,0.67435,Stanley_On_Off_Meds_BPD,BPD,Human
LIMK1,-1.01,0.58760,Stanley_On_Off_Meds_BPD,BPD,Human
LIPE,1.02,0.58525,Stanley_On_Off_Meds_BPD,BPD,Human
LPAR1,1.14,0.00673,Stanley_On_Off_Meds_BPD,BPD,Human
LPAR6,1.04,0.38309,Stanley_On_Off_Meds_BPD,BPD,Human
LPCAT3,-1.02,0.42222,Stanley_On_Off_Meds_BPD,BPD,Human
LPIN1,1.05,0.15421,Stanley_On_Off_Meds_BPD,BPD,Human
LPL,-1.03,0.31243,Stanley_On_Off_Meds_BPD,BPD,Human
LRP1,-1.03,0.26146,Stanley_On_Off_Meds_BPD,BPD,Human
LRP6,-1.00,0.91181,Stanley_On_Off_Meds_BPD,BPD,Human
LRRK2,1.15,0.12359,Stanley_On_Off_Meds_BPD,BPD,Human
LSM4,-1.10,0.03492,Stanley_On_Off_Meds_BPD,BPD,Human
LTA4H,1.03,0.43346,Stanley_On_Off_Meds_BPD,BPD,Human
LTB4R,-1.13,0.00666,Stanley_On_Off_Meds_BPD,BPD,Human
LTC4S,-1.02,0.59254,Stanley_On_Off_Meds_BPD,BPD,Human
LYN,-1.05,0.02832,Stanley_On_Off_Meds_BPD,BPD,Human
MAD1L1,-1.11,0.00039,Stanley_On_Off_Meds_BPD,BPD,Human
MAD2L2,1.07,0.14348,Stanley_On_Off_Meds_BPD,BPD,Human
MAF,1.04,0.02117,Stanley_On_Off_Meds_BPD,BPD,Human
MAGED1,-1.07,0.25008,Stanley_On_Off_Meds_BPD,BPD,Human
MALT1,1.04,0.09217,Stanley_On_Off_Meds_BPD,BPD,Human
MAML3,-1.01,0.72870,Stanley_On_Off_Meds_BPD,BPD,Human
MAOA,-1.06,0.01997,Stanley_On_Off_Meds_BPD,BPD,Human
MAP1LC3C,1.00,0.98116,Stanley_On_Off_Meds_BPD,BPD,Human
MAP2K1,-1.09,0.10181,Stanley_On_Off_Meds_BPD,BPD,Human
MAP2K3,-1.10,0.01916,Stanley_On_Off_Meds_BPD,BPD,Human
MAP2K4,-1.07,0.06465,Stanley_On_Off_Meds_BPD,BPD,Human
MAP2K5,-1.05,0.04075,Stanley_On_Off_Meds_BPD,BPD,Human
MAP2K6,1.04,0.09315,Stanley_On_Off_Meds_BPD,BPD,Human
MAP2K7,-1.08,0.00460,Stanley_On_Off_Meds_BPD,BPD,Human
MAP3K1,1.01,0.77838,Stanley_On_Off_Meds_BPD,BPD,Human
MAP3K10,1.00,0.97357,Stanley_On_Off_Meds_BPD,BPD,Human
MAP3K11,1.01,0.82505,Stanley_On_Off_Meds_BPD,BPD,Human
MAP3K14,1.08,0.11742,Stanley_On_Off_Meds_BPD,BPD,Human
MAP3K2,-1.02,0.32481,Stanley_On_Off_Meds_BPD,BPD,Human
MAP3K3,1.03,0.22194,Stanley_On_Off_Meds_BPD,BPD,Human
MAP3K5,-1.04,0.16416,Stanley_On_Off_Meds_BPD,BPD,Human
MAP3K7,1.00,0.89766,Stanley_On_Off_Meds_BPD,BPD,Human
MAP3K8,1.07,0.04929,Stanley_On_Off_Meds_BPD,BPD,Human
MAPK1,-1.06,0.05288,Stanley_On_Off_Meds_BPD,BPD,Human
MAPK14,-1.10,0.00045,Stanley_On_Off_Meds_BPD,BPD,Human
MAPK7,1.03,0.46081,Stanley_On_Off_Meds_BPD,BPD,Human
MAPK8,-1.08,0.01087,Stanley_On_Off_Meds_BPD,BPD,Human
MAPKAP1,1.05,0.11457,Stanley_On_Off_Meds_BPD,BPD,Human
MAPKAPK2,-1.04,0.11593,Stanley_On_Off_Meds_BPD,BPD,Human
MAPT,-1.04,0.09937,Stanley_On_Off_Meds_BPD,BPD,Human
MARCKS,-1.07,0.05376,Stanley_On_Off_Meds_BPD,BPD,Human
MAX,-1.05,0.01496,Stanley_On_Off_Meds_BPD,BPD,Human
MCAT,-1.16,0.05305,Stanley_On_Off_Meds_BPD,BPD,Human
MCCC1,1.02,0.65045,Stanley_On_Off_Meds_BPD,BPD,Human
MCL1,-1.05,0.05333,Stanley_On_Off_Meds_BPD,BPD,Human
MCM2,-1.05,0.33978,Stanley_On_Off_Meds_BPD,BPD,Human
MCM3,1.01,0.70993,Stanley_On_Off_Meds_BPD,BPD,Human
MCM4,-1.02,0.23620,Stanley_On_Off_Meds_BPD,BPD,Human
MCM5,1.05,0.07700,Stanley_On_Off_Meds_BPD,BPD,Human
MCM6,-1.02,0.64742,Stanley_On_Off_Meds_BPD,BPD,Human
MCM7,1.09,0.08762,Stanley_On_Off_Meds_BPD,BPD,Human
MCOLN1,-1.09,0.14314,Stanley_On_Off_Meds_BPD,BPD,Human
MDH1,-1.01,0.82554,Stanley_On_Off_Meds_BPD,BPD,Human
MDM2,1.02,0.51111,Stanley_On_Off_Meds_BPD,BPD,Human
ME2,-1.00,0.87217,Stanley_On_Off_Meds_BPD,BPD,Human
MECR,1.05,0.25751,Stanley_On_Off_Meds_BPD,BPD,Human
MED1,1.01,0.82540,Stanley_On_Off_Meds_BPD,BPD,Human
MEF2A,1.00,0.96219,Stanley_On_Off_Meds_BPD,BPD,Human
MEF2C,-1.08,0.00538,Stanley_On_Off_Meds_BPD,BPD,Human
MET,-1.06,0.01735,Stanley_On_Off_Meds_BPD,BPD,Human
MGLL,-1.08,0.00976,Stanley_On_Off_Meds_BPD,BPD,Human
MICA,1.02,0.25469,Stanley_On_Off_Meds_BPD,BPD,Human
MIF,-1.05,0.10242,Stanley_On_Off_Meds_BPD,BPD,Human
MITF,1.06,0.01601,Stanley_On_Off_Meds_BPD,BPD,Human
MLH1,-1.02,0.55753,Stanley_On_Off_Meds_BPD,BPD,Human
MLKL,-1.18,0.03239,Stanley_On_Off_Meds_BPD,BPD,Human
MLST8,-1.16,0.03427,Stanley_On_Off_Meds_BPD,BPD,Human
MME,1.00,0.99299,Stanley_On_Off_Meds_BPD,BPD,Human
MMP1,1.16,0.14094,Stanley_On_Off_Meds_BPD,BPD,Human
MMP13,-1.01,0.39327,Stanley_On_Off_Meds_BPD,BPD,Human
MMP2,-1.03,0.43029,Stanley_On_Off_Meds_BPD,BPD,Human
MMP3,1.01,0.66396,Stanley_On_Off_Meds_BPD,BPD,Human
MMP7,1.06,0.20044,Stanley_On_Off_Meds_BPD,BPD,Human
MMP9,1.00,0.91361,Stanley_On_Off_Meds_BPD,BPD,Human
MPO,-1.04,0.06890,Stanley_On_Off_Meds_BPD,BPD,Human
MPST,1.13,0.12007,Stanley_On_Off_Meds_BPD,BPD,Human
MSH2,1.00,0.88873,Stanley_On_Off_Meds_BPD,BPD,Human
MSH3,-1.07,0.05271,Stanley_On_Off_Meds_BPD,BPD,Human
MSH6,-1.02,0.42553,Stanley_On_Off_Meds_BPD,BPD,Human
MSN,1.11,0.06229,Stanley_On_Off_Meds_BPD,BPD,Human
MSX1,-1.02,0.59259,Stanley_On_Off_Meds_BPD,BPD,Human
MTNR1A,1.02,0.14483,Stanley_On_Off_Meds_BPD,BPD,Human
MTNR1B,-1.10,0.00161,Stanley_On_Off_Meds_BPD,BPD,Human
MTOR,-1.00,0.85230,Stanley_On_Off_Meds_BPD,BPD,Human
MTR,-1.01,0.82142,Stanley_On_Off_Meds_BPD,BPD,Human
MTTP,1.03,0.16935,Stanley_On_Off_Meds_BPD,BPD,Human
MVD,-1.05,0.15482,Stanley_On_Off_Meds_BPD,BPD,Human
MVK,-1.06,0.02317,Stanley_On_Off_Meds_BPD,BPD,Human
MYB,-1.03,0.00620,Stanley_On_Off_Meds_BPD,BPD,Human
MYC,-1.07,0.08761,Stanley_On_Off_Meds_BPD,BPD,Human
MYD88,1.05,0.24964,Stanley_On_Off_Meds_BPD,BPD,Human
MYH6,-1.03,0.28369,Stanley_On_Off_Meds_BPD,BPD,Human
MYL12B,-1.06,0.43525,Stanley_On_Off_Meds_BPD,BPD,Human
MYL9,1.17,0.00855,Stanley_On_Off_Meds_BPD,BPD,Human
MYO6,1.06,0.11661,Stanley_On_Off_Meds_BPD,BPD,Human
MYOD1,1.03,0.23762,Stanley_On_Off_Meds_BPD,BPD,Human
NAE1,1.06,0.22116,Stanley_On_Off_Meds_BPD,BPD,Human
NAGLU,-1.05,0.25929,Stanley_On_Off_Meds_BPD,BPD,Human
NAGS,1.02,0.82028,Stanley_On_Off_Meds_BPD,BPD,Human
NAT8,-1.04,0.26644,Stanley_On_Off_Meds_BPD,BPD,Human
NAT8L,1.02,0.67934,Stanley_On_Off_Meds_BPD,BPD,Human
NCAM1,-1.03,0.10115,Stanley_On_Off_Meds_BPD,BPD,Human
NCBP1,-1.04,0.18729,Stanley_On_Off_Meds_BPD,BPD,Human
NCF1,-1.04,0.08571,Stanley_On_Off_Meds_BPD,BPD,Human
NCF2,1.04,0.17454,Stanley_On_Off_Meds_BPD,BPD,Human
